# 	Ilosc uruchomien AG: 10
# 	Ziarno: -1
# 	Rozmiar populacji: 500
# 	Liczba generacji: 100
# 	Typ Selekcji: 3
# 	Precyzja wyniku: 6
# 	Prawdopodobienstwo krzyzowania: 0.8
# 	Prawdopodobienstwo mutacji: 0.01
# 	Funkcja: 2
# 	Ilosc zmiennych: 2
# 	Przedzial: -40.0;40.0
#Skrypt do Gnuplota:
#set style data lines
#plot 'C:\Users\Kuba\PycharmProjects\AIN\best.txt' using 1:2, '' using 1:3, '' using 1:4, '' using 1:5, '' using 1:6, '' using 1:7, '' using 1:8, '' using 1:9, '' using 1:10, '' using 1:11
#numer_iteracji 	 #iter_1 	 #iter_2 
1 	4.3824348094553046e-05 	0.2490844080812135 	1.6317083450082759 	0.12517243378410733 	0.011785025570482105 	0.21390550757621288 	0.04830015068575877 	2.722224358080187e-06 	0.008418324717498978 	0.24817586635887837 	
2 	2.332811046591122e-07 	0.014375840012545691 	0.10692665862074813 	0.00924434807251703 	0.007385207832168102 	0.0001423726891282308 	0.04306708203055077 	7.846714732064858e-07 	0.00010873530738419184 	1.854025011515009e-07 	
3 	1.1345862254519188e-08 	7.859654483193165e-05 	0.04717838650949542 	0.000773644313916109 	5.415103525158352e-06 	1.1070153218228517e-05 	0.023669926210341245 	1.3911773421535037e-07 	9.815526759312765e-05 	1.4570973014979116e-08 	
4 	3.5951242812106027e-09 	4.0513417329444856e-05 	0.0035289665066601176 	1.9731590238303713e-05 	4.145941241612574e-06 	1.1373512874909031e-11 	0.018368297111963243 	4.026337035531305e-08 	2.3067538402278625e-08 	7.229107559552877e-09 	
5 	3.021550398161836e-09 	6.482857272004001e-06 	5.833995659449138e-08 	9.903769918209518e-10 	9.181642390957735e-07 	1.00000000001e-11 	0.01777713758770877 	3.3921912962575636e-08 	2.2469623458066793e-08 	2.0344937190184457e-09 	
6 	2.165529611156058e-09 	4.693495190742649e-06 	4.994591761539394e-11 	9.404104215461733e-10 	4.449294101339216e-08 	1.00000000001e-11 	0.016420647344820127 	2.0054157599011516e-10 	4.572487502405716e-11 	1.650577635405004e-09 	
7 	2.0422855806850575e-09 	1.958184514645108e-06 	1.00000000001e-11 	1.2874491766026921e-11 	1.00000000001e-11 	1.00000000001e-11 	0.015833083621719524 	1.3520708552405757e-10 	1.00000000001e-11 	1.324272411639163e-09 	
8 	2.0279590802502363e-09 	1.8690428691503194e-09 	1.00000000001e-11 	1.00000000001e-11 	1.00000000001e-11 	1.00000000001e-11 	0.015717762573393093 	1.00000000001e-11 	1.00000000001e-11 	1.0613836295383149e-09 	
9 	1.9093929527540712e-09 	1.3480284707487649e-09 	1.00000000001e-11 	1.00000000001e-11 	1.00000000001e-11 	1.00000000001e-11 	0.015717169520553336 	1.00000000001e-11 	1.00000000001e-11 	1.0572379462795115e-09 	
10 	1.8703475649240943e-09 	4.375630878520771e-10 	1.00000000001e-11 	1.00000000001e-11 	1.00000000001e-11 	1.00000000001e-11 	0.01565929180990888 	1.00000000001e-11 	1.00000000001e-11 	9.442995477942571e-10 	
